Slot_Group,Instrument,Resource_Function,Pogo_Ref,Pin_Num,Original_Net
36,CBIT/Power,_CBit44,P315,A10,S36_CBit44
36,CBIT/Power,_CBit52,P315,A11,S36_CBit52
36,CBIT/Power,_-15V,P315,A8,S36_-15V
36,CBIT/Power,_CBit36,P315,A9,S36_CBit36
36,CBIT/Power,_CBit54,P317,A10,S36_CBit54
36,CBIT/Power,_CBit62,P317,A11,S36_CBit62
36,CBIT/Power,_+15V,P317,A7,S36_+15V
36,CBIT/Power,_CBit38,P317,A8,S36_CBit38
36,CBIT/Power,_CBit46,P317,A9,S36_CBit46
36,CBIT/Power,_CBit43,P319,A10,S36_CBit43
36,CBIT/Power,_CBit51,P319,A11,S36_CBit51
36,CBIT/Power,_CBit35,P319,A9,S36_CBit35
36,CBIT/Power,_CBit45,P321,A10,S36_CBit45
36,CBIT/Power,_CBit53,P321,A11,S36_CBit53
36,CBIT/Power,_-15V,P321,A8,S36_-15V
36,CBIT/Power,_CBit37,P321,A9,S36_CBit37
36,CBIT/Power,_CBit42,P323,A10,S36_CBit42
36,CBIT/Power,_CBit50,P323,A11,S36_CBit50
36,CBIT/Power,_CBit34,P323,A9,S36_CBit34
36,CBIT/Power,_CBit41,P326,A10,S36_CBit41
36,CBIT/Power,_CBit49,P326,A11,S36_CBit49
36,CBIT/Power,_CBit33,P326,A9,S36_CBit33
36,CBIT/Power,_CBit40,P328,A10,S36_CBit40
36,CBIT/Power,_CBit48,P328,A11,S36_CBit48
36,CBIT/Power,_CBit32,P328,A9,S36_CBit32
36,CBIT/Power,_CBit112,P345,A10,S36_CBit112
36,CBIT/Power,_CBit120,P345,A11,S36_CBit120
36,CBIT/Power,_+15V,P345,A7,S36_+15V
36,CBIT/Power,_CBit96,P345,A8,S36_CBit96
36,CBIT/Power,_CBit104,P345,A9,S36_CBit104
36,CBIT/Power,_CBit107,P347,A10,S36_CBit107
36,CBIT/Power,_CBit115,P347,A11,S36_CBit115
36,CBIT/Power,_-15V,P347,A8,S36_-15V
36,CBIT/Power,_CBit99,P347,A9,S36_CBit99
36,CBIT/Power,_I2CSCL,P348,A2,S36_I2CSCL
36,CBIT/Power,_I2CSDA,P348,A3,S36_I2CSDA
36,CBIT/Power,_CBit113,P349,A10,S36_CBit113
36,CBIT/Power,_CBit121,P349,A11,S36_CBit121
36,CBIT/Power,_+15V,P349,A7,S36_+15V
36,CBIT/Power,_CBit97,P349,A8,S36_CBit97
36,CBIT/Power,_CBit105,P349,A9,S36_CBit105
36,CBIT/Power,_CBit108,P351,A10,S36_CBit108
36,CBIT/Power,_CBit116,P351,A11,S36_CBit116
36,CBIT/Power,_CBit100,P351,A9,S36_CBit100
36,CBIT/Power,_CBit106,P353,A10,S36_CBit106
36,CBIT/Power,_CBit114,P353,A11,S36_CBit114
36,CBIT/Power,_-15V,P353,A8,S36_-15V
36,CBIT/Power,_CBit98,P353,A9,S36_CBit98
36,CBIT/Power,_CBit109,P355,A10,S36_CBit109
36,CBIT/Power,_CBit117,P355,A11,S36_CBit117
36,CBIT/Power,_CBit101,P355,A9,S36_CBit101
36,CBIT/Power,_CBit110,P358,A10,S36_CBit110
36,CBIT/Power,_CBit118,P358,A11,S36_CBit118
36,CBIT/Power,_CBit102,P358,A9,S36_CBit102
36,CBIT/Power,_CBit111,P360,A10,S36_CBit111
36,CBIT/Power,_CBit119,P360,A11,S36_CBit119
36,CBIT/Power,_CBit103,P360,A9,S36_CBit103
36,CBIT/Power,_CBit15,P75,A10,S36_CBit15
36,CBIT/Power,_CBit23,P75,A11,S36_CBit23
36,CBIT/Power,_CBit7,P75,A9,S36_CBit7
36,CBIT/Power,_CBit10,P76,A10,S36_CBit10
36,CBIT/Power,_CBit18,P76,A11,S36_CBit18
36,CBIT/Power,_-15V,P76,A8,S36_-15V
36,CBIT/Power,_CBit2,P76,A9,S36_CBit2
36,CBIT/Power,_CBit14,P79,A10,S36_CBit14
36,CBIT/Power,_CBit22,P79,A11,S36_CBit22
36,CBIT/Power,_CBit6,P79,A9,S36_CBit6
36,CBIT/Power,_CBit17,P80,A10,S36_CBit17
36,CBIT/Power,_CBit25,P80,A11,S36_CBit25
36,CBIT/Power,_+15V,P80,A7,S36_+15V
36,CBIT/Power,_CBit1,P80,A8,S36_CBit1
36,CBIT/Power,_CBit9,P80,A9,S36_CBit9
36,CBIT/Power,_CBit13,P83,A10,S36_CBit13
36,CBIT/Power,_CBit21,P83,A11,S36_CBit21
36,CBIT/Power,_CBit5,P83,A9,S36_CBit5
36,CBIT/Power,_CBit16,P84,A10,S36_CBit16
36,CBIT/Power,_CBit24,P84,A11,S36_CBit24
36,CBIT/Power,_+15V,P84,A7,S36_+15V
36,CBIT/Power,_CBit0,P84,A8,S36_CBit0
36,CBIT/Power,_CBit8,P84,A9,S36_CBit8
36,CBIT/Power,_CBit12,P86,A10,S36_CBit12
36,CBIT/Power,_CBit20,P86,A11,S36_CBit20
36,CBIT/Power,_CBit4,P86,A9,S36_CBit4
36,CBIT/Power,_CBit11,P88,A10,S36_CBit11
36,CBIT/Power,_CBit19,P88,A11,S36_CBit19
36,CBIT/Power,_-15V,P88,A8,S36_-15V
36,CBIT/Power,_CBit3,P88,A9,S36_CBit3
4,FXVIe,G2,P1,A10,S4_FXVIe_G2
4,FXVIe,FH0,P1,A2,S4_FXVIe_FH0
4,FXVIe,SH0,P1,A3,S4_FXVIe_SH0
4,FXVIe,G0,P1,A4,S4_FXVIe_G0
4,FXVIe,FL(0-5),P1,A5,S4_FXVIe_FL(0-5)
4,FXVIe,FL(0-5),P1,A6,S4_FXVIe_FL(0-5)
4,FXVIe,SL(0-5),P1,A7,S4_FXVIe_SL(0-5)
4,FXVIe,FH2,P1,A8,S4_FXVIe_FH2
4,FXVIe,SH2,P1,A9,S4_FXVIe_SH2
4,FXVIe,G5,P2,A10,S4_FXVIe_G5
4,FXVIe,FH11,P2,A11,S4_FXVIe_FH11
4,FXVIe,FH5,P2,A8,S4_FXVIe_FH5
4,FXVIe,SH5,P2,A9,S4_FXVIe_SH5
4,FXVIe,G3,P3,A10,S4_FXVIe_G3
4,FXVIe,FH1,P3,A2,S4_FXVIe_FH1
4,FXVIe,SH1,P3,A3,S4_FXVIe_SH1
4,FXVIe,G1,P3,A4,S4_FXVIe_G1
4,FXVIe,FL(6-11),P3,A5,S4_FXVIe_FL(6-11)
4,FXVIe,FL(6-11),P3,A6,S4_FXVIe_FL(6-11)
4,FXVIe,SL(6-11),P3,A7,S4_FXVIe_SL(6-11)
4,FXVIe,FH3,P3,A8,S4_FXVIe_FH3
4,FXVIe,SH3,P3,A9,S4_FXVIe_SH3
4,FXVIe,SL(0-5),P4,A10,S4_FXVIe_SL(0-5)
4,FXVIe,FL(6-11),P4,A11,S4_FXVIe_FL(6-11)
4,FXVIe,FL(0-5),P4,A8,S4_FXVIe_FL(0-5)
4,FXVIe,FL(0-5),P4,A9,S4_FXVIe_FL(0-5)
4,FXVIe,G8,P5,A10,S4_FXVIe_G8
4,FXVIe,FH9,P5,A11,S4_FXVIe_FH9
4,FXVIe,FH6,P5,A2,S4_FXVIe_FH6
4,FXVIe,SH6,P5,A3,S4_FXVIe_SH6
4,FXVIe,G6,P5,A4,S4_FXVIe_G6
4,FXVIe,FH7,P5,A5,S4_FXVIe_FH7
4,FXVIe,SH7,P5,A6,S4_FXVIe_SH7
4,FXVIe,G7,P5,A7,S4_FXVIe_G7
4,FXVIe,FH8,P5,A8,S4_FXVIe_FH8
4,FXVIe,SH8,P5,A9,S4_FXVIe_SH8
4,FXVIe,G4,P6,A10,S4_FXVIe_G4
4,FXVIe,FH10_FAN,P6,A11,S4_FXVIe_FH10_FAN
4,FXVIe,FH4_FAN,P6,A8,S4_FXVIe_FH4_FAN
4,FXVIe,SH4_FAN,P6,A9,S4_FXVIe_SH4_FAN
4,FXVIe,G4,P7,A10,S4_FXVIe_G4
4,FXVIe,FH10,P7,A11,S4_FXVIe_FH10
4,FXVIe,FH4,P7,A8,S4_FXVIe_FH4
4,FXVIe,SH4,P7,A9,S4_FXVIe_SH4
4,FXVIe,G5,P8,A10,S4_FXVIe_G5
4,FXVIe,FH11_FAN,P8,A11,S4_FXVIe_FH11_FAN
4,FXVIe,FH5_FAN,P8,A8,S4_FXVIe_FH5_FAN
4,FXVIe,SH5_FAN,P8,A9,S4_FXVIe_SH5_FAN
5,ACM200,FH5,P65,A10,S5_ACM200_FH5
5,ACM200,FH0,P65,A2,S5_ACM200_FH0
5,ACM200,SH0,P65,A3,S5_ACM200_SH0
5,ACM200,FH4,P65,A4,S5_ACM200_FH4
5,ACM200,FL(0-11),P65,A5,S5_ACM200_FL(0-11)
5,ACM200,FL(0-11),P65,A6,S5_ACM200_FL(0-11)
5,ACM200,SL(0-5),P65,A7,S5_ACM200_SL(0-5)
5,ACM200,FH2,P65,A8,S5_ACM200_FH2
5,ACM200,SH2,P65,A9,S5_ACM200_SH2
5,ACM200,SH10,P66,A10,S5_ACM200_SH10
5,ACM200,FH19,P66,A11,S5_ACM200_FH19
5,ACM200,FH7,P66,A8,S5_ACM200_FH7
5,ACM200,SH7,P66,A9,S5_ACM200_SH7
5,ACM200,SH5,P67,A10,S5_ACM200_SH5
5,ACM200,FH1,P67,A2,S5_ACM200_FH1
5,ACM200,SH1,P67,A3,S5_ACM200_SH1
5,ACM200,SH4,P67,A4,S5_ACM200_SH4
5,ACM200,FL(12-23),P67,A5,S5_ACM200_FL(12-23)
5,ACM200,FL(12-23),P67,A6,S5_ACM200_FL(12-23)
5,ACM200,SL(12-17),P67,A7,S5_ACM200_SL(12-17)
5,ACM200,FH3,P67,A8,S5_ACM200_FH3
5,ACM200,SH3,P67,A9,S5_ACM200_SH3
5,ACM200,SL(6-11),P68,A10,S5_ACM200_SL(6-11)
5,ACM200,FL(12-23),P68,A11,S5_ACM200_FL(12-23)
5,ACM200,FL(0-11),P68,A8,S5_ACM200_FL(0-11)
5,ACM200,FL(0-11),P68,A9,S5_ACM200_FL(0-11)
5,ACM200,FH17,P69,A10,S5_ACM200_FH17
5,ACM200,FH15,P69,A11,S5_ACM200_FH15
5,ACM200,FH12,P69,A2,S5_ACM200_FH12
5,ACM200,SH12,P69,A3,S5_ACM200_SH12
5,ACM200,FH16,P69,A4,S5_ACM200_FH16
5,ACM200,FH13,P69,A5,S5_ACM200_FH13
5,ACM200,SH13,P69,A6,S5_ACM200_SH13
5,ACM200,SH16,P69,A7,S5_ACM200_SH16
5,ACM200,FH14,P69,A8,S5_ACM200_FH14
5,ACM200,SH14,P69,A9,S5_ACM200_SH14
5,ACM200,FH11,P70,A10,S5_ACM200_FH11
5,ACM200,FH20,P70,A11,S5_ACM200_FH20
5,ACM200,FH8,P70,A8,S5_ACM200_FH8
5,ACM200,SH8,P70,A9,S5_ACM200_SH8
5,ACM200,FH10,P71,A10,S5_ACM200_FH10
5,ACM200,FH18,P71,A11,S5_ACM200_FH18
5,ACM200,FH6,P71,A8,S5_ACM200_FH6
5,ACM200,SH6,P71,A9,S5_ACM200_SH6
5,ACM200,SH11,P72,A10,S5_ACM200_SH11
5,ACM200,FH21,P72,A11,S5_ACM200_FH21
5,ACM200,FH9,P72,A8,S5_ACM200_FH9
5,ACM200,SH9,P72,A9,S5_ACM200_SH9
6,ACM200,FH0,P129,A2,S6_ACM200_FH0
6,ACM200,SH0,P129,A3,S6_ACM200_SH0
6,ACM200,FH4,P129,A4,S6_ACM200_FH4
6,ACM200,FH12,P129,A5,S6_ACM200_FH12
6,ACM200,SH12,P129,A6,S6_ACM200_SH12
6,ACM200,FH16,P129,A7,S6_ACM200_FH16
6,ACM200,FH3,P130,A2,S6_ACM200_FH3
6,ACM200,SH3,P130,A3,S6_ACM200_SH3
6,ACM200,SH5,P130,A4,S6_ACM200_SH5
6,ACM200,FH15,P130,A5,S6_ACM200_FH15
6,ACM200,SH15,P130,A6,S6_ACM200_SH15
6,ACM200,SH17,P130,A7,S6_ACM200_SH17
6,ACM200,FH1,P131,A2,S6_ACM200_FH1
6,ACM200,SH1,P131,A3,S6_ACM200_SH1
6,ACM200,SH4,P131,A4,S6_ACM200_SH4
6,ACM200,FH13,P131,A5,S6_ACM200_FH13
6,ACM200,SH13,P131,A6,S6_ACM200_SH13
6,ACM200,SH16,P131,A7,S6_ACM200_SH16
6,ACM200,FH11,P132,A10,S6_ACM200_FH11
6,ACM200,FH9,P132,A11,S6_ACM200_FH9
6,ACM200,FH6,P132,A2,S6_ACM200_FH6
6,ACM200,SH6,P132,A3,S6_ACM200_SH6
6,ACM200,FH10,P132,A4,S6_ACM200_FH10
6,ACM200,FH7,P132,A5,S6_ACM200_FH7
6,ACM200,SH7,P132,A6,S6_ACM200_SH7
6,ACM200,SH10,P132,A7,S6_ACM200_SH10
6,ACM200,FH8,P132,A8,S6_ACM200_FH8
6,ACM200,SH8,P132,A9,S6_ACM200_SH8
6,ACM200,FL(0-11),P133,A2,S6_ACM200_FL(0-11)
6,ACM200,FL(0-11),P133,A3,S6_ACM200_FL(0-11)
6,ACM200,SL(0-5),P133,A4,S6_ACM200_SL(0-5)
6,ACM200,FL(12-23),P133,A5,S6_ACM200_FL(12-23)
6,ACM200,FL(12-23),P133,A6,S6_ACM200_FL(12-23)
6,ACM200,SL(12-17),P133,A7,S6_ACM200_SL(12-17)
6,ACM200,FH23,P134,A10,S6_ACM200_FH23
6,ACM200,FH18,P134,A2,S6_ACM200_FH18
6,ACM200,SH18,P134,A3,S6_ACM200_SH18
6,ACM200,FH22,P134,A4,S6_ACM200_FH22
6,ACM200,FL(0-11),P134,A5,S6_ACM200_FL(0-11)
6,ACM200,FL(0-11),P134,A6,S6_ACM200_FL(0-11)
6,ACM200,SL(6-11),P134,A7,S6_ACM200_SL(6-11)
6,ACM200,FH20,P134,A8,S6_ACM200_FH20
6,ACM200,SH20,P134,A9,S6_ACM200_SH20
6,ACM200,FH2,P135,A2,S6_ACM200_FH2
6,ACM200,SH2,P135,A3,S6_ACM200_SH2
6,ACM200,FH5,P135,A4,S6_ACM200_FH5
6,ACM200,FH14,P135,A5,S6_ACM200_FH14
6,ACM200,SH14,P135,A6,S6_ACM200_SH14
6,ACM200,FH17,P135,A7,S6_ACM200_FH17
6,ACM200,SH23,P136,A10,S6_ACM200_SH23
6,ACM200,FH19,P136,A2,S6_ACM200_FH19
6,ACM200,SH19,P136,A3,S6_ACM200_SH19
6,ACM200,SH22,P136,A4,S6_ACM200_SH22
6,ACM200,FL(12-23),P136,A5,S6_ACM200_FL(12-23)
6,ACM200,FL(12-23),P136,A6,S6_ACM200_FL(12-23)
6,ACM200,SL(18-23),P136,A7,S6_ACM200_SL(18-23)
6,ACM200,FH21,P136,A8,S6_ACM200_FH21
6,ACM200,SH21,P136,A9,S6_ACM200_SH21
8,QVMe,ch0+,P137,A2,S8_QVMe_ch0+
8,QVMe,ch0-,P139,A2,S8_QVMe_ch0-
8,QVMe,ch2-,P141,A11,S8_QVMe_ch2-
8,QVMe,ch1+,P141,A2,S8_QVMe_ch1+
8,QVMe,ch1-,P141,A5,S8_QVMe_ch1-
8,QVMe,ch2+,P141,A8,S8_QVMe_ch2+
8,QVMe,ch3+,P142,A8,S8_QVMe_ch3+
8,QVMe,ch3-,P144,A8,S8_QVMe_ch3-
9,CBIT/Power,_HP7,P193,A10,S9_HP7
9,CBIT/Power,_DUTG3,P193,A2,S9_DUTG3
9,CBIT/Power,_HP4,P193,A4,S9_HP4
9,CBIT/Power,_HP5,P193,A6,S9_HP5
9,CBIT/Power,_HP6,P193,A8,S9_HP6
9,CBIT/Power,_ESYNC2,P194,A2,S9_ESYNC2
9,CBIT/Power,_P52,P194,A4,S9_P52
9,CBIT/Power,_P53,P194,A6,S9_P53
9,CBIT/Power,_P55,P195,A10,S9_P55
9,CBIT/Power,_P54,P195,A8,S9_P54
9,CBIT/Power,_PCASI3,P197,A11,S9_PCASI3
9,CBIT/Power,_P43,P197,A3,S9_P43
9,CBIT/Power,_P44,P197,A5,S9_P44
9,CBIT/Power,_P45,P197,A7,S9_P45
9,CBIT/Power,_P46,P197,A9,S9_P46
9,CBIT/Power,_P57,P198,A3,S9_P57
9,CBIT/Power,_P58,P198,A5,S9_P58
9,CBIT/Power,_P59,P198,A7,S9_P59
9,CBIT/Power,_P61,P199,A11,S9_P61
9,CBIT/Power,_P60,P199,A9,S9_P60
9,CBIT/Power,_P51,P201,A11,S9_P51
9,CBIT/Power,_P47,P201,A3,S9_P47
9,CBIT/Power,_P48,P201,A5,S9_P48
9,CBIT/Power,_P49,P201,A7,S9_P49
9,CBIT/Power,_P50,P201,A9,S9_P50
9,CBIT/Power,_P62,P202,A4,S9_P62
9,CBIT/Power,_P63,P202,A6,S9_P63
9,CBIT/Power,_ESYNC3,P203,A8,S9_ESYNC3
9,CBIT/Power,_DUTG0,P257,A2,S9_DUTG0
9,CBIT/Power,_ESYNC0,P258,A2,S9_ESYNC0
9,CBIT/Power,_P9,P258,A4,S9_P9
9,CBIT/Power,_P10,P258,A6,S9_P10
9,CBIT/Power,_P12,P259,A10,S9_P12
9,CBIT/Power,_P11,P259,A8,S9_P11
9,CBIT/Power,_P38,P260,A11,S9_P38
9,CBIT/Power,_P34,P260,A3,S9_P34
9,CBIT/Power,_P35,P260,A5,S9_P35
9,CBIT/Power,_P36,P260,A7,S9_P36
9,CBIT/Power,_P37,P260,A9,S9_P37
9,CBIT/Power,_PCASI0,P261,A11,S9_PCASI0
9,CBIT/Power,_P0,P261,A3,S9_P0
9,CBIT/Power,_P1,P261,A5,S9_P1
9,CBIT/Power,_P2,P261,A7,S9_P2
9,CBIT/Power,_P3,P261,A9,S9_P3
9,CBIT/Power,_P14,P262,A3,S9_P14
9,CBIT/Power,_P15,P262,A5,S9_P15
9,CBIT/Power,_P16,P262,A7,S9_P16
9,CBIT/Power,_P18,P263,A11,S9_P18
9,CBIT/Power,_P17,P263,A9,S9_P17
9,CBIT/Power,_PCASI2,P264,A11,S9_PCASI2
9,CBIT/Power,_P39,P264,A3,S9_P39
9,CBIT/Power,_P40,P264,A5,S9_P40
9,CBIT/Power,_P41,P264,A7,S9_P41
9,CBIT/Power,_P42,P264,A9,S9_P42
9,CBIT/Power,_P8,P265,A11,S9_P8
9,CBIT/Power,_P4,P265,A3,S9_P4
9,CBIT/Power,_P5,P265,A5,S9_P5
9,CBIT/Power,_P6,P265,A7,S9_P6
9,CBIT/Power,_P7,P265,A9,S9_P7
9,CBIT/Power,_DUTG1,P266,A2,S9_DUTG1
9,CBIT/Power,_P19,P266,A4,S9_P19
9,CBIT/Power,_P20,P266,A6,S9_P20
9,CBIT/Power,_P22,P267,A10,S9_P22
9,CBIT/Power,_P21,P267,A8,S9_P21
9,CBIT/Power,_HP3,P268,A10,S9_HP3
9,CBIT/Power,_DUTG2,P268,A2,S9_DUTG2
9,CBIT/Power,_HP0,P268,A4,S9_HP0
9,CBIT/Power,_HP1,P268,A6,S9_HP1
9,CBIT/Power,_HP2,P268,A8,S9_HP2
9,CBIT/Power,_P24,P269,A3,S9_P24
9,CBIT/Power,_P25,P269,A5,S9_P25
9,CBIT/Power,_P26,P269,A7,S9_P26
9,CBIT/Power,_P28,P270,A11,S9_P28
9,CBIT/Power,_P27,P270,A9,S9_P27
9,CBIT/Power,_ESYNC1,P271,A2,S9_ESYNC1
9,CBIT/Power,_P29,P271,A4,S9_P29
9,CBIT/Power,_P30,P271,A6,S9_P30
9,CBIT/Power,_P32,P272,A10,S9_P32
9,CBIT/Power,_P31,P272,A8,S9_P31
9,CBIT/Power,_GUARD,P316,A11,S9_GUARD
Global,GND,AGND,P1,A11,AGND
Global,GND,AGND,P100,A11,AGND
Global,GND,DGND,P105,A11,DGND
Global,GND,DGND,P105,A3,DGND
Global,GND,DGND,P105,A5,DGND
Global,GND,DGND,P105,A7,DGND
Global,GND,DGND,P105,A9,DGND
Global,GND,AGND,P106,A7,AGND
Global,GND,AGND,P107,A8,AGND
Global,GND,DGND,P109,A10,DGND
Global,GND,DGND,P109,A2,DGND
Global,GND,DGND,P109,A4,DGND
Global,GND,DGND,P109,A6,DGND
Global,GND,DGND,P109,A8,DGND
Global,GND,AGND,P110,A7,AGND
Global,GND,AGND,P111,A8,AGND
Global,GND,AGND,P113,A7,AGND
Global,GND,AGND,P113,A8,AGND
Global,GND,AGND,P114,A7,AGND
Global,GND,AGND,P115,A8,AGND
Global,GND,AGND,P117,A7,AGND
Global,GND,AGND,P118,A8,AGND
Global,GND,AGND,P121,A11,AGND
Global,GND,AGND,P123,A11,AGND
Global,GND,AGND,P134,A11,AGND
Global,GND,AGND,P136,A11,AGND
Global,GND,AGND,P137,A11,AGND
Global,GND,AGND,P139,A11,AGND
Global,GND,AGND,P14,A11,AGND
Global,GND,AGND,P150,A11,AGND
Global,GND,AGND,P152,A11,AGND
Global,GND,AGND,P158,A11,AGND
Global,GND,AGND,P16,A11,AGND
Global,GND,AGND,P160,A11,AGND
Global,GND,DGND,P161,A11,DGND
Global,GND,DGND,P161,A3,DGND
Global,GND,DGND,P161,A5,DGND
Global,GND,DGND,P161,A7,DGND
Global,GND,DGND,P161,A9,DGND
Global,GND,DGND,P162,A3,DGND
Global,GND,DGND,P162,A5,DGND
Global,GND,DGND,P162,A7,DGND
Global,GND,DGND,P163,A11,DGND
Global,GND,DGND,P163,A9,DGND
Global,GND,DGND,P164,A10,DGND
Global,GND,DGND,P164,A2,DGND
Global,GND,DGND,P164,A4,DGND
Global,GND,DGND,P164,A6,DGND
Global,GND,DGND,P164,A8,DGND
Global,GND,DGND,P165,A10,DGND
Global,GND,DGND,P165,A2,DGND
Global,GND,DGND,P165,A4,DGND
Global,GND,DGND,P165,A6,DGND
Global,GND,DGND,P165,A8,DGND
Global,GND,DGND,P166,A2,DGND
Global,GND,DGND,P166,A4,DGND
Global,GND,DGND,P166,A6,DGND
Global,GND,DGND,P167,A10,DGND
Global,GND,DGND,P167,A8,DGND
Global,GND,DGND,P168,A10,DGND
Global,GND,DGND,P168,A2,DGND
Global,GND,DGND,P168,A4,DGND
Global,GND,DGND,P168,A6,DGND
Global,GND,DGND,P168,A8,DGND
Global,GND,DGND,P169,A10,DGND
Global,GND,DGND,P169,A2,DGND
Global,GND,DGND,P169,A4,DGND
Global,GND,DGND,P169,A6,DGND
Global,GND,DGND,P169,A8,DGND
Global,GND,DGND,P170,A3,DGND
Global,GND,DGND,P170,A5,DGND
Global,GND,DGND,P170,A7,DGND
Global,GND,DGND,P171,A11,DGND
Global,GND,DGND,P171,A9,DGND
Global,GND,DGND,P172,A11,DGND
Global,GND,DGND,P172,A3,DGND
Global,GND,DGND,P172,A5,DGND
Global,GND,DGND,P172,A7,DGND
Global,GND,DGND,P172,A9,DGND
Global,GND,DGND,P173,A2,DGND
Global,GND,DGND,P173,A4,DGND
Global,GND,DGND,P173,A6,DGND
Global,GND,DGND,P174,A10,DGND
Global,GND,DGND,P174,A8,DGND
Global,GND,DGND,P175,A3,DGND
Global,GND,DGND,P175,A5,DGND
Global,GND,DGND,P175,A7,DGND
Global,GND,DGND,P176,A11,DGND
Global,GND,DGND,P176,A9,DGND
Global,GND,AGND,P182,A11,AGND
Global,GND,AGND,P184,A11,AGND
Global,GND,AGND,P189,A11,AGND
Global,GND,AGND,P19,A10,AGND
Global,GND,AGND,P19,A11,AGND
Global,GND,AGND,P191,A11,AGND
Global,GND,DGND,P193,A11,DGND
Global,GND,DGND,P193,A3,DGND
Global,GND,DGND,P193,A5,DGND
Global,GND,DGND,P193,A7,DGND
Global,GND,DGND,P193,A9,DGND
Global,GND,DGND,P194,A3,DGND
Global,GND,DGND,P194,A5,DGND
Global,GND,DGND,P194,A7,DGND
Global,GND,DGND,P195,A11,DGND
Global,GND,DGND,P195,A9,DGND
Global,GND,DGND,P197,A10,DGND
Global,GND,DGND,P197,A2,DGND
Global,GND,DGND,P197,A4,DGND
Global,GND,DGND,P197,A6,DGND
Global,GND,DGND,P197,A8,DGND
Global,GND,DGND,P198,A2,DGND
Global,GND,DGND,P198,A4,DGND
Global,GND,DGND,P198,A6,DGND
Global,GND,DGND,P199,A10,DGND
Global,GND,DGND,P199,A8,DGND
Global,GND,DGND,P201,A10,DGND
Global,GND,DGND,P201,A2,DGND
Global,GND,DGND,P201,A4,DGND
Global,GND,DGND,P201,A6,DGND
Global,GND,DGND,P201,A8,DGND
Global,GND,DGND,P202,A5,DGND
Global,GND,DGND,P202,A7,DGND
Global,GND,DGND,P203,A9,DGND
Global,GND,AGND,P209,A11,AGND
Global,GND,AGND,P211,A11,AGND
Global,GND,AGND,P221,A11,AGND
Global,GND,AGND,P223,A11,AGND
Global,GND,DGND,P228,A10,DGND
Global,GND,DGND,P228,A2,DGND
Global,GND,DGND,P228,A4,DGND
Global,GND,DGND,P228,A6,DGND
Global,GND,DGND,P228,A8,DGND
Global,GND,AGND,P23,A11,AGND
Global,GND,DGND,P232,A10,DGND
Global,GND,DGND,P232,A2,DGND
Global,GND,DGND,P232,A4,DGND
Global,GND,DGND,P232,A6,DGND
Global,GND,DGND,P232,A8,DGND
Global,GND,DGND,P234,A3,DGND
Global,GND,DGND,P235,A11,DGND
Global,GND,DGND,P236,A11,DGND
Global,GND,DGND,P236,A3,DGND
Global,GND,DGND,P236,A5,DGND
Global,GND,DGND,P236,A7,DGND
Global,GND,DGND,P236,A9,DGND
Global,GND,DGND,P237,A2,DGND
Global,GND,DGND,P237,A4,DGND
Global,GND,DGND,P237,A6,DGND
Global,GND,DGND,P238,A10,DGND
Global,GND,DGND,P238,A8,DGND
Global,GND,DGND,P239,A3,DGND
Global,GND,DGND,P239,A5,DGND
Global,GND,DGND,P239,A7,DGND
Global,GND,AGND,P24,A9,AGND
Global,GND,DGND,P240,A11,DGND
Global,GND,DGND,P240,A9,DGND
Global,GND,AGND,P241,A11,AGND
Global,GND,AGND,P243,A11,AGND
Global,GND,AGND,P249,A11,AGND
Global,GND,AGND,P251,A11,AGND
Global,GND,DGND,P257,A11,DGND
Global,GND,DGND,P257,A3,DGND
Global,GND,DGND,P257,A5,DGND
Global,GND,DGND,P257,A7,DGND
Global,GND,DGND,P257,A9,DGND
Global,GND,DGND,P258,A3,DGND
Global,GND,DGND,P258,A5,DGND
Global,GND,DGND,P258,A7,DGND
Global,GND,DGND,P259,A11,DGND
Global,GND,DGND,P259,A9,DGND
Global,GND,DGND,P260,A10,DGND
Global,GND,DGND,P260,A2,DGND
Global,GND,DGND,P260,A4,DGND
Global,GND,DGND,P260,A6,DGND
Global,GND,DGND,P260,A8,DGND
Global,GND,DGND,P261,A10,DGND
Global,GND,DGND,P261,A2,DGND
Global,GND,DGND,P261,A4,DGND
Global,GND,DGND,P261,A6,DGND
Global,GND,DGND,P261,A8,DGND
Global,GND,DGND,P262,A2,DGND
Global,GND,DGND,P262,A4,DGND
Global,GND,DGND,P262,A6,DGND
Global,GND,DGND,P263,A10,DGND
Global,GND,DGND,P263,A8,DGND
Global,GND,DGND,P264,A10,DGND
Global,GND,DGND,P264,A2,DGND
Global,GND,DGND,P264,A4,DGND
Global,GND,DGND,P264,A6,DGND
Global,GND,DGND,P264,A8,DGND
Global,GND,DGND,P265,A10,DGND
Global,GND,DGND,P265,A2,DGND
Global,GND,DGND,P265,A4,DGND
Global,GND,DGND,P265,A6,DGND
Global,GND,DGND,P265,A8,DGND
Global,GND,DGND,P266,A3,DGND
Global,GND,DGND,P266,A5,DGND
Global,GND,DGND,P266,A7,DGND
Global,GND,DGND,P267,A11,DGND
Global,GND,DGND,P267,A9,DGND
Global,GND,DGND,P268,A11,DGND
Global,GND,DGND,P268,A3,DGND
Global,GND,DGND,P268,A5,DGND
Global,GND,DGND,P268,A7,DGND
Global,GND,DGND,P268,A9,DGND
Global,GND,DGND,P269,A2,DGND
